user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,product_id,product_name,product_link
182332,20-01-2015 19:23,18-05-2015 08:02,57.0,WDKOBUDMVPNPP,Direct,Chrome,M,42,134.217.212.34,B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",https://www.amazon.in/Logitech-C270-HD-Webcam-Black/dp/B008QS9J6Y/ref=sr_1_230?qid=1672903006&s=computers&sr=1-230
149174,21-06-2015 11:41,07-09-2015 02:04,80.0,LMQNZVDEQQDTY,Ads,Chrome,M,25,212.11.218.164,B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",https://www.amazon.in/Deuce-300-Resistant-Tangle-Free-Transmission/dp/B08HDJ86NZ/ref=sr_1_61?qid=1672895762&s=electronics&sr=1-61
293484,16-02-2015 11:10,24-02-2015 17:37,69.0,VBENGAWFNPVLS,Ads,Chrome,F,35,109.71.61.34,B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),https://www.amazon.in/TCL-inches-Certified-Android-32S615/dp/B09ZPJT8B2/ref=sr_1_227?qid=1672909135&s=electronics&sr=1-227
348260,10-01-2015 17:13,10-01-2015 17:13,18.0,VOQAAYLLJLUII,SEO,Safari,M,27,47.158.213.223,B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",https://www.amazon.in/Croma-500-Watt-Grinder-CRAK4184-Purple/dp/B08KDBLMQP/ref=sr_1_27?qid=1672923591&s=kitchen&sr=1-27
105602,19-04-2015 17:29,06-06-2015 01:05,51.0,ZQNABKGFCDXUE,SEO,Chrome,F,33,145.131.239.79,B0B2931FCV,"ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)",https://www.amazon.in/Zebronics-Zeb-Sound-N1-Bluetooth-Assistant/dp/B0B2931FCV/ref=sr_1_338?qid=1672903012&s=computers&sr=1-338
53346,19-03-2015 02:18,07-07-2015 07:22,15.0,ZIEMBHNEYFDSC,Ads,Safari,M,35,211.118.158.73,B0BDS8MY8J,"Lapster Caddy for ssd and HDD, Optical Bay 2nd Hard Drive Caddy, Caddy 9.5mm for Laptop",https://www.amazon.in/Lapster-Caddy-Optical-Drive-Laptop/dp/B0BDS8MY8J/ref=sr_1_306?qid=1672903010&s=computers&sr=1-306
286443,21-05-2015 17:58,07-09-2015 14:40,37.0,PMLDEIEWZAPZR,Ads,Chrome,M,49,12.118.77.196,B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",https://www.amazon.in/Kanget-Female-Adapter-Standard-Interface/dp/B094DQWV9B/ref=sr_1_171?qid=1672903004&s=computers&sr=1-171
106020,07-07-2015 04:37,24-07-2015 11:42,23.0,DIWHQQAABXWVD,Ads,FireFox,M,33,88.140.168.137,B08235JZFB,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",https://www.amazon.in/Crompton-InstaGlide-Certified-Dry-Iron/dp/B08235JZFB/ref=sr_1_283?qid=1672923606&s=kitchen&sr=1-283
343122,08-01-2015 05:42,23-03-2015 14:18,11.0,SKGZHINSGJEIQ,Ads,Chrome,F,28,211.57.65.175,B09MY4W73Q,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (Polycarbonate| Back Transparent - Sides Black),https://www.amazon.in/Amozo-iPhone-13-Polycarbonate-Transparent/dp/B09MY4W73Q/ref=sr_1_419?qid=1672895872&s=electronics&sr=1-419
332080,01-03-2015 12:29,18-04-2015 14:06,54.0,OOFPSQQVXJTHW,Ads,IE,M,20,78.175.209.56,B07QMRHWJD,"SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )",https://www.amazon.in/SWAPKART-Portable-Reading-Working-Bedroom/dp/B07QMRHWJD/ref=sr_1_499?qid=1672903019&s=computers&sr=1-499
137674,21-07-2015 12:58,11-11-2015 18:14,36.0,FFOFINQGXJUQC,Ads,Chrome,F,18,8.155.46.50,B093QCY6YJ,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advanced Security WPA/WPA2 encryption Standards",https://www.amazon.in/ZEBRONICS-ZEB-USB150WF1-Supports-encryption-Standards/dp/B093QCY6YJ/ref=sr_1_104?qid=1672909129&s=electronics&sr=1-104
351114,22-02-2015 22:59,07-05-2015 12:48,18.0,ECSIFULCBDSEO,Ads,IE,M,28,7.212.111.98,B09YV3K34W,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",https://www.amazon.in/Fire-Boltt-Smartwatch-Bluetooth-Calling-Assistance/dp/B09YV3K34W/ref=sr_1_168?qid=1672895791&s=electronics&sr=1-168
221294,23-03-2015 22:59,16-07-2015 08:53,39.0,TVMVJDIPEOOSN,Ads,IE,F,33,15.192.120.166,B092R48XXB,"Mi Robot Vacuum-Mop P, Best-in-class Laser Navigation in 10-20K INR price band, Intelligent mapping, Robotic Floor Cleaner with 2 in 1 Mopping and Vacuum, App Control (WiFi, Alexa,GA), Strong suction",https://www.amazon.in/Vacuum-Mop-Intelligent-Navigation-Connectivity-Assistant/dp/B092R48XXB/ref=sr_1_464?qid=1672923615&s=kitchen&sr=1-464
313728,01-07-2015 11:06,20-10-2015 12:32,60.0,KWGENEVWLCSGT,Ads,Chrome,M,33,150.76.119.6,B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),https://www.amazon.in/AmazonBasics-Feet-DisplayPort-Cable/dp/B01J8S6X2I/ref=sr_1_252?qid=1672909136&s=electronics&sr=1-252
208001,18-07-2015 16:09,10-11-2015 02:17,22.0,LRTXEJHTOMNKV,Direct,IE,M,45,118.93.255.242,B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",https://www.amazon.in/JBL-Commercial-Omnidirectional-Microphone-Recording/dp/B08SCCG9D4/ref=sr_1_179?qid=1672903004&s=computers&sr=1-179
2474,20-01-2015 09:09,19-05-2015 07:55,44.0,WDEDQTTKXJJGK,Ads,IE,F,23,175.14.70.57,B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",https://www.amazon.in/WIDEWINGS-Electric-Handheld-Frother-Blender/dp/B0BPCJM7TB/ref=sr_1_205?qid=1672923601&s=kitchen&sr=1-205
172444,23-03-2015 03:00,11-06-2015 09:26,19.0,SVNISELPBFSTK,SEO,Chrome,M,23,249.14.205.78,B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6V3DT/ref=sr_1_320?qid=1672895842&s=electronics&sr=1-320
192314,11-06-2015 19:31,16-06-2015 16:38,50.0,BUPMVQEOWRXFS,Ads,Chrome,F,18,15.100.199.9,B09Y5FZK9N,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup, 1500 Watt with Auto Shut- off Feature - (Silver)",https://www.amazon.in/Pigeon-Stainless-boiling-Instant-Noodles/dp/B09Y5FZK9N/ref=sr_1_50?qid=1672923592&s=kitchen&sr=1-50
68111,09-04-2015 16:16,09-07-2015 13:56,22.0,ZNJBXXOLHQEPV,Ads,IE,F,36,211.147.145.142,B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",https://www.amazon.in/STRIFF-Android-Portable-Foldable-Stand-Perfect/dp/B09VZBGL1N/ref=sr_1_257?qid=1672895821&s=electronics&sr=1-257
20668,06-08-2015 04:20,10-11-2015 20:39,62.0,NMISUIDPWOSEU,Direct,Chrome,M,33,114.141.131.40,B009DA69W6,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,https://www.amazon.in/Gold-Optima-10-Litres-Non-electric-Purifier/dp/B009DA69W6/ref=sr_1_196?qid=1672923600&s=kitchen&sr=1-196
272165,05-08-2015 23:38,01-12-2015 22:00,20.0,YAYLYLSKUKZDT,SEO,FireFox,F,36,147.177.100.110,B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),https://www.amazon.in/Morphy-Richards-Aristo-PTC-Heater/dp/B01M265AAK/ref=sr_1_285?qid=1672923606&s=kitchen&sr=1-285
90043,07-04-2015 07:36,23-07-2015 22:03,18.0,XQIDCQSDBOHAI,Ads,Safari,M,25,243.118.124.47,B097RJ867P,"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",https://www.amazon.in/PHILIPS-Digital-HD9252-90-Technology/dp/B097RJ867P/ref=sr_1_107?qid=1672923596&s=kitchen&sr=1-107
121703,06-01-2015 08:56,06-01-2015 08:56,28.0,XAVNTONBKCVJS,Direct,Safari,M,34,172.66.21.136,B098QXR9X2,"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Smartphones & Other Devices (Stylo Pro, Black)",https://www.amazon.in/Ambrane-Multi-Layer-Protection-Li-Polymer-Stylo/dp/B098QXR9X2/ref=sr_1_469?qid=1672895886&s=electronics&sr=1-469
75983,17-08-2015 03:30,10-11-2015 20:10,21.0,XIWSYEYEKNIMC,Ads,IE,F,34,227.142.46.234,B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",https://www.amazon.in/Quantum-QHM-7406-Spill-Resistant-Wired-Keyboard/dp/B08CF4SCNP/ref=sr_1_104?qid=1672903000&s=computers&sr=1-104
142279,10-06-2015 04:22,14-06-2015 00:02,46.0,LLJGYWZXYIXJR,Ads,Safari,M,29,253.6.117.42,B078G6ZF5Z,"Oraimo 18W USB & Type-C Dual Output Super Fast Charger Wall Adapter PE2.0&Quick Charge 3.0 & Power Delivery 3.0 Compatible for iPhone 13/13 Mini/13 Pro Max/12/12 Pro Max, iPad Mini/Pro, Pixel, Galaxy, Airpods Pro",https://www.amazon.in/ORAIMO-SUPER-FAST-CHARGER/dp/B078G6ZF5Z/ref=sr_1_402?qid=1672895864&s=electronics&sr=1-402
62613,12-05-2015 21:55,13-06-2015 23:49,15.0,ZOEHTLBIHIQGQ,Ads,Chrome,M,23,74.94.99.108,B014SZPBM4,"Duracell Ultra Alkaline D Battery, 2 Pcs",https://www.amazon.in/Duracell-Alkaline-Battery-Duralock-Technology/dp/B014SZPBM4/ref=sr_1_490?qid=1672903019&s=computers&sr=1-490
364836,28-07-2015 21:06,09-09-2015 23:43,21.0,EPCWXGOSXKSIE,Ads,Chrome,F,31,80.85.125.107,B00MFPCY5C,GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),https://www.amazon.in/Universal-Silicone-Keyboard-Protector-15-6-inch/dp/B00MFPCY5C/ref=sr_1_65?qid=1672902997&s=computers&sr=1-65
231249,16-05-2015 12:43,16-07-2015 00:10,18.0,QBFVTBDWQOJWE,SEO,Chrome,F,19,56.164.93.160,B09M8888DM,Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),https://www.amazon.in/Portronics-MPORT-Ports-USB-Connector/dp/B09M8888DM/ref=sr_1_231?qid=1672903006&s=computers&sr=1-231
154866,21-07-2015 20:25,26-09-2015 13:10,59.0,VGJSMQLLKWHBN,SEO,Chrome,F,44,204.144.39.34,B00ABMASXG,"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",https://www.amazon.in/Bajaj-1500-Watt-Immersion-Heater-Plug/dp/B00ABMASXG/ref=sr_1_38?qid=1672923592&s=kitchen&sr=1-38
100998,02-04-2015 11:41,17-06-2015 16:13,35.0,FVATIULWVWOFY,Direct,Safari,M,40,212.167.55.74,B09R1YFL6S,"Candes BlowHot All in One Silent Blower Fan Room Heater (ABS Body, White, Brown) 2000 Watts",https://www.amazon.in/Candes-BlowHot-Silent-Blower-Heater/dp/B09R1YFL6S/ref=sr_1_388?qid=1672923612&s=kitchen&sr=1-388
112494,31-05-2015 18:33,12-09-2015 22:18,45.0,FAQTWGTUWDFCM,Direct,Safari,M,20,225.2.152.194,B09NS5TKPN,"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protection, 2022 Model, PS-Q19YNZE, White)",https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q19YNZE/dp/B09NS5TKPN/ref=sr_1_381?qid=1672923611&s=kitchen&sr=1-381
127860,04-08-2015 16:59,08-08-2015 17:51,44.0,MHRRDYZAKZPML,SEO,Chrome,M,30,24.241.32.138,B07LDPLSZC,"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)",https://www.amazon.in/Havells-Glydo-1000-Watt-Iron-Charcoal/dp/B07LDPLSZC/ref=sr_1_396?qid=1672923612&s=kitchen&sr=1-396
49310,15-05-2015 05:45,10-08-2015 20:30,66.0,JZPEWPOYBBQJD,Ads,Opera,M,39,1.43.50.140,B09J4YQYX3,"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",https://www.amazon.in/Borosil-Electric-Vegetables-Transparent-Stainless/dp/B09J4YQYX3/ref=sr_1_270?qid=1672923606&s=kitchen&sr=1-270
128195,26-01-2015 18:45,04-04-2015 05:46,12.0,OLUIFLAFBUYGZ,SEO,FireFox,F,33,107.155.134.211,B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",https://www.amazon.in/BlueRigger-Digital-Optical-Toslink-Meters/dp/B005LJQMZC/ref=sr_1_209?qid=1672909134&s=electronics&sr=1-209
261531,05-03-2015 05:59,23-03-2015 02:10,27.0,MNRKWCHYYXMGQ,Direct,Chrome,F,18,6.10.87.196,B09VGS66FV,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",https://www.amazon.in/Tesora-Electric-Stainless-Protection-White/dp/B09VGS66FV/ref=sr_1_266?qid=1672923605&s=kitchen&sr=1-266
205274,15-05-2015 11:23,08-07-2015 12:30,13.0,BKZYJPNZATTCB,Direct,IE,F,34,133.151.45.240,B0B59K1C8F,Wolpin 1 Lint Roller with 60 Sheets Remove Clothes Lint Dog Hair Dust (19 x 13 cm) Orange,https://www.amazon.in/Wolpin-Roller-Sheets-Remove-Clothes/dp/B0B59K1C8F/ref=sr_1_442?qid=1672923614&s=kitchen&sr=1-442
118300,27-05-2015 06:12,18-07-2015 09:56,9.0,EJFAFWBBEHPZT,SEO,Chrome,F,40,134.249.240.109,B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),https://www.amazon.in/Borosil-Prime-BGRILLPS11-Grill-Sandwich/dp/B07JZSG42Y/ref=sr_1_437?qid=1672923613&s=kitchen&sr=1-437
292922,07-01-2015 11:51,07-01-2015 11:51,11.0,LCIDSXJYNIOGD,SEO,IE,M,30,86.76.227.179,B0B19VJXQZ,"ECOVACS DEEBOT N8 2-in-1 Robotic Vacuum Cleaner, 2022 New Launch, Most Powerful Suction, Covers 2000+ Sq. Ft in One Charge, Advanced dToF Technology with OZMO Mopping (DEEBOT N8) - White",https://www.amazon.in/ECOVACS-Robotic-Powerful-Advanced-Technology/dp/B0B19VJXQZ/ref=sr_1_323?qid=1672923609&s=kitchen&sr=1-323
373370,31-01-2015 12:35,11-04-2015 02:35,10.0,FPHXWOSKBTEEC,Direct,FireFox,F,50,99.234.175.30,B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_51?qid=1672902997&s=computers&sr=1-51
194474,16-02-2015 00:47,03-05-2015 09:48,37.0,FDSDXYTTKUGMO,Ads,IE,M,25,51.134.111.117,B08YDFX7Y1,"ZEBRONICS Zeb-Dash Plus 2.4GHz High Precision Wireless Mouse with up to 1600 DPI, Power Saving Mode, Nano Receiver and Plug & Play Usage - USB",https://www.amazon.in/ZEBRONICS-Zeb-Dash-Wireless-Receiver-Buttons/dp/B08YDFX7Y1/ref=sr_1_46?qid=1672902996&s=computers&sr=1-46
126026,25-04-2015 01:26,06-08-2015 11:04,21.0,AJFXRCJCZYAAU,SEO,Chrome,M,36,251.69.74.87,B07L1N3TJX,"Artis AR-45W-MG2 45 Watts MG2 Laptop Adapter/Charger Compatible with MB Air 13” & MB Air 11” (14.5 V, 3.1 A) Connector: MG2 (T Tip Connector)",https://www.amazon.in/Artis-AR-45WMG2-Compatible-Laptop-Adaptor/dp/B07L1N3TJX/ref=sr_1_432?qid=1672903016&s=computers&sr=1-432
94737,19-05-2015 01:33,29-05-2015 13:28,39.0,XXRKCABWPFFTX,Ads,FireFox,M,41,60.200.237.101,B09H34V36W,"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | ISI Certification, White",https://www.amazon.in/Inalsa-Electric-Heater-Hotty-Certification/dp/B09H34V36W/ref=sr_1_298_mod_primary_new?qid=1672923607&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-298
211132,25-07-2015 21:44,23-08-2015 14:32,40.0,KMRAEQPKPTMAL,Ads,Safari,M,40,86.56.197.169,B07TTSS5MP,Lifelong LLMG74 750 Watt Mixer Grinder with 3 Jars (White and Grey),https://www.amazon.in/Lifelong-LLMG74-Mixer-Grinder-White/dp/B07TTSS5MP/ref=sr_1_412?qid=1672923612&s=kitchen&sr=1-412
64023,14-06-2015 04:04,06-07-2015 01:08,11.0,JXUGZJLXGXSHV,Ads,Safari,F,25,38.59.14.50,B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",https://www.amazon.in/Acer-Features-Bluelight-Flickerless-Comfyview/dp/B08L879JSN/ref=sr_1_135?qid=1672903001&s=computers&sr=1-135
33582,25-05-2015 13:36,18-06-2015 06:38,16.0,EZOTDYDCUDEES,Direct,IE,F,32,14.23.90.14,B015GX9Y0W,"Lifelong LLWM105 750-Watt Belgian Waffle Maker for Home| Makes 2 Square Shape Waffles| Non-stick Plates| Easy to Use with Indicator Lights (1 Year Warranty, Black)",https://www.amazon.in/Lifelong-Waffled105-750-Watt-Waffle-Maker/dp/B015GX9Y0W/ref=sr_1_468?qid=1672923615&s=kitchen&sr=1-468
246329,11-08-2015 06:38,04-12-2015 12:26,32.0,WSXHAYTSCEGNN,Ads,Safari,F,44,119.5.212.97,B07JPX9CR7,"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",https://www.amazon.in/DELL-WM118-Wireless-Optical-Mouse/dp/B07JPX9CR7/ref=sr_1_68?qid=1672902997&s=computers&sr=1-68
309021,10-03-2015 20:12,25-04-2015 16:34,52.0,WUGNGIWRQMHME,SEO,Safari,M,29,227.97.120.90,B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",https://www.amazon.in/LUNAGARIYA%C2%AE-Protective-Compatible-Control-Dimensions/dp/B08YXJJW8H/ref=sr_1_484?qid=1672909149&s=electronics&sr=1-484
295851,24-04-2015 18:24,27-07-2015 17:59,33.0,YCBZTKJIDEPCN,Ads,IE,M,33,51.41.200.80,B09VGS66FV,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",https://www.amazon.in/Tesora-Electric-Stainless-Protection-White/dp/B09VGS66FV/ref=sr_1_266?qid=1672923605&s=kitchen&sr=1-266
377368,17-06-2015 14:27,23-06-2015 15:57,33.0,MCNTXJEGNDWMP,Ads,Chrome,M,22,23.194.5.238,B08HDCWDXD,"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",https://www.amazon.in/Eureka-Forbes-Active-Cleaner-washable/dp/B08HDCWDXD/ref=sr_1_273?qid=1672923606&s=kitchen&sr=1-273
291038,27-05-2015 06:08,11-08-2015 01:00,36.0,XYKOTLOBNUXTV,Direct,Chrome,M,28,33.60.245.164,B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",https://www.amazon.in/Logitech-Silent-Wireless-Mouse-Charcoal/dp/B01M72LILF/ref=sr_1_106?qid=1672903000&s=computers&sr=1-106
332085,20-06-2015 06:20,18-07-2015 03:16,69.0,TISJANSSLEFBC,Direct,Chrome,M,33,39.101.255.202,B07GVR9TG7,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",https://www.amazon.in/TP-Link-Archer-C6-Wireless-MU-MIMO/dp/B07GVR9TG7/ref=sr_1_84?qid=1672902998&s=computers&sr=1-84
152764,16-01-2015 15:22,29-04-2015 23:22,68.0,IBHPMZGGGULNG,Ads,Safari,F,32,205.247.13.7,B07D8VBYB4,"SUJATA Powermatic Plus, Juicer Mixer Grinder, 900 Watts, 2 Jars (White)",https://www.amazon.in/Powermatic-Plus-CH-900-Watt-Grinder/dp/B07D8VBYB4/ref=sr_1_432?qid=1672923613&s=kitchen&sr=1-432
170138,08-01-2015 09:32,08-01-2015 09:33,14.0,GTIYVLCMAYBFA,Ads,FireFox,M,39,127.167.160.44,B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,https://www.amazon.in/Rico-1500-W-immersion-water-heater/dp/B0123P3PWE/ref=sr_1_272?qid=1672923606&s=kitchen&sr=1-272
296780,05-06-2015 22:59,13-06-2015 02:22,10.0,NHUAVGOQDJGTW,Ads,Chrome,M,29,131.240.148.25,B008YW3CYM,USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),https://www.amazon.in/Usha-EI-1602-1000-Watt-Lightweight/dp/B008YW3CYM/ref=sr_1_141?qid=1672923597&s=kitchen&sr=1-141
127838,02-01-2015 22:58,09-01-2015 22:12,39.0,WDWYODPLXWCIY,Direct,IE,F,29,59.2.124.249,B09YDFDVNS,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",https://www.amazon.in/Nokia-105-Single-Keypad-Wireless/dp/B09YDFDVNS/ref=sr_1_117?qid=1672895777&s=electronics&sr=1-117
33840,07-01-2015 14:00,07-01-2015 14:00,32.0,NPZFSQBLEKLTN,SEO,Chrome,F,28,228.53.145.226,B09MY4W73Q,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (Polycarbonate| Back Transparent - Sides Black),https://www.amazon.in/Amozo-iPhone-13-Polycarbonate-Transparent/dp/B09MY4W73Q/ref=sr_1_419?qid=1672895872&s=electronics&sr=1-419
311686,08-03-2015 16:45,30-04-2015 15:30,61.0,HEFTBSLDJPCMQ,Ads,IE,M,52,108.200.100.181,B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",https://www.amazon.in/Crompton-Delight-Circulator-Heater-Settings/dp/B08MVXPTDG/ref=sr_1_311?qid=1672923607&s=kitchen&sr=1-311
81701,06-03-2015 15:37,07-04-2015 04:17,36.0,SSOULXAXAABZW,SEO,Chrome,F,56,98.15.192.185,B06Y36JKC3,Abode Kitchen Essential Measuring Cup & Spoon for Spices | for Cooking and Baking Cake | Multipurpose Tablespoon Cups with Ring Holder | (Black),https://www.amazon.in/Measuring-Cups-Spoons-Set-Essential/dp/B06Y36JKC3/ref=sr_1_443?qid=1672923614&s=kitchen&sr=1-443
203522,15-07-2015 00:21,24-07-2015 20:27,63.0,TFTYFMIYNDLXL,SEO,Chrome,M,36,19.29.159.230,B075S9FVRY,"Sujata Supermix, Mixer Grinder, 900 Watts, 3 Jars (White)",https://www.amazon.in/Sujata-Supermix-AM-007-Watt-Juicer-Grinder/dp/B075S9FVRY/ref=sr_1_444?qid=1672923614&s=kitchen&sr=1-444
259506,12-08-2015 01:09,03-10-2015 06:15,34.0,RFKZYBTERUFEY,Ads,Safari,F,47,112.23.219.230,B008YW3CYM,USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),https://www.amazon.in/Usha-EI-1602-1000-Watt-Lightweight/dp/B008YW3CYM/ref=sr_1_141?qid=1672923597&s=kitchen&sr=1-141
358591,22-04-2015 01:23,16-06-2015 06:46,40.0,YEBTAPLBHTZRO,SEO,IE,M,30,86.161.247.177,B08461VC1Z,"Scarters Mouse Pad, Desk Mat Extended for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow",https://www.amazon.in/Scarters-Office-Keyboard-Splash-Proof-Leather/dp/B08461VC1Z/ref=sr_1_410?qid=1672903016&s=computers&sr=1-410
